k,cutoff,mov,w90,RMSE
0.5,1550,mov_lin,200,1.136951745275712
0.5,1650,mov_lin,200,1.1590717204991192
0.5,1650,mov_lin,200,1.165466567753883
0.5,1600,mov_lin,200,1.1277200745992368
0.5,1600,mov_lin,200,1.1599539759681465
0.5,1550,mov_lin,200,1.1753659077942888
0.5,1650,mov_lin,200,1.150169020596893
0.5,1600,mov_lin,100,1.200841076516869
0.5,1650,mov_lin,200,1.1502050377618538
0.5,1650,mov_lin,200,1.1686751349712023
